membahagiakanmasyarakat,membahagiakan masyarakat
adamungkin,ada mungkin
lgiperasaan,lagi perasaan
bberapa,beberapa
ngbhas,ngebahas
taujogetin,tau jogetin
ajapemerintah,aja pemerintah
mkanya,makannya
duluangeje,wkwkwk
kalimantansiap,kalimantan siap
jakartabmkg,jakarta bmkg
kbanyakan,kebanyakan
korupprediksi,korupsi prediksi
dibpasang,di pasang
terjadisudah,terjadi sudah
sekarangsemoga,sekarang semoga
musibahsmga,musibah semoga
akhiratamiinsemoga,akhirat semoga
beradabiarlah,beradap biarlah
kuasaagr,kuasa agar
kepadamubmkg,kepadamu bmkg
indahuntuk,indah untuk
indnsiaaduh,indonesia haduh
baratsemoga,barat semoga
gemaph,gempa
evakuasijgn,evakuasi jangan
buatbencana,buat bencana
virallhutang,viral hutang
negoro,negara
megatrustbaru,megathrust baru
bertebangangiliran,berterbangan giliran
budekgiliran,budek giliran
keladipengalihan,keladi pengalihan
sihpreetsungguh,sih pret sungguh
gerhanabubu,gerhana bubu
manggiscuma,manggis Cuma
ajakapan,kapan
terjadinyasok,terjadinya sok
tahusok,tahu sok
pinterujung,pinter ujung
mentahindonesia,mentah indonesia
terinfeksigempa,terinfeksi gempa
waktutidak,waktu tidak
terjadismoga,terjadi semoga
koruptormanusia,koruptor manusia
memprediksiallah,memprediksi allah
keputusansekarang,keputusan sekarang
puyeng,pusing
waktuteorinya,waktunya teori
kog,kok
baikmereka,baik mereka
solusibmkg,solusi bmkg
negaraada,negara ada
videonyangerti,videonya ngerti
simulasiallah,simulasi allah
terjaditenang,terjadi tenang
hujanhfjfgkhfififpfdjdb,hujan
jakartadg,jakarta
sajamama,saja
mengaturknp,mengatur kenapa
rakyattenang,rakyat tenang
kerjamegatrust,kerja megathrust
seaakan,seakan
bencanaitu,bencana itu
benersudah,betul sudah
swtkasihtau,kasih tau
waktungapain,waktu ngapain
menghendakimasih,menghendaki masih
anpaling,an paling
kalimantasjepang,kalimantan jepang
jug,juga
macamjoebnj,macam
berdoaya,berdoa ya
allooh,allah
aamiindaridulu,amin dari dulu
doangada,doang ada
ktirilihun,triliyun
bolehsaya,boleh saya
koruptorbanyak,koruptor banyak
ibadahbantu,ibadah bantu
sedakahjauhi,sedekah jauhi
memfitnahjangan,memfitnah jangan
kitasaya,kita saya
keselamatansaya,keselamatan saya
bantensemuanya,banten semuanya
bisaanehya,bisa anehya
jalandokumen,jalan dokumen
instanminuman,instan minuman
obatobatan,obat obatan
sendirimarilah,sendiri marilah
teejadiaminnn,terjadi amin
allahomong,allah omong
kosongmdhn,kosong mudahan
klpun,kalaupun
nyawaamin,nyawa amin
sekarangklu,sekarang kalau
setela,setelah
bpk,bapak
indonesiakalimantan,indonesia kalimantan
gempabohong,gempa bohong
stunamiklo,tsunami
merasakansaya,merasakan
salahdi,salah di
salahklo,salah kalau
bmkgjd,bmkg jadi
nyasalam,nya salam
nyinyirisu,nyinyir anjing
ditutupiyang,ditutupi
dihebohkangk,dihebohkan
kcil,kecil
dihindarkn,dihindarkan
bncnamalaysia,bencana malaysia
berlakuingatjangan,berlaku ingat jangan
megatrustbantuan,megathurst bantuan
bungkergempa,bunker gempa
tayangmana,tayang dimana
kepanikanhah,kepanikan
kagetorang,kaget orang
ketawakadang,ketawa kadang
rupiahkeluarga,rupiah keluarga
pasrahko,pasrah ko
musibahsandarkan,musibah sadarkan
repoblik,republik
merdekagelodaqpara,merdeka
bkankah,bukankah
stdaknya,setidaknya
nantipengalian,nanti pengalihan
inikere,ini kere
kanbmkg,kan bmkg
ketarketir,ketar ketir
megawatt,megawat
iniyo,ini
amiinyang,amin yang
meningsoy,meninggal
wkwkwjadi,jadi
terjd,terjadi
plg,pulang
jepangkebanyakan,jepang kebanyakan
byklh,banyak
trjaditerimakasih,terjadi terima kasih
menginfirnmasikankita,menginformasikan kita
berdoameminta,berdoa meminta
segalanyamoga,segalanya semoga
datangamin,datang amin
allahgunung,allah gunung
alarmdalam,alarm dalam
takutkhawatirmudahan,takut khawatir mudahan
zdolim,zholim
rakyatditunggu,rakyat ditunggu
coybodo,coy bodoh
amatini,amati
mngkn,mungkin
gempatergantung,gempa tergantung
due,punya
ws,sudah
sng,yang
dwek,kita
nyaluk,minta
selamete,selamatnya
bn,biar
kro,sama
syukruekatakata,syukur
datangsejak,datang sejak
duluanpernahganteng,duluan pernah ganteng
abangkubisa,abangku bisa
darimana,dari mana
pakarkalau,pakar kalau
kelamaanmemang,kelamaan memang
gempang,gampang
alhamdulillahkaya,alhamdulilah kaya
lainberita,lain berita
beritakansy,beritakan
aturdan,atur dan
sajabegitulah,saja begitukah
waktuperbanyak,waktu perbanyak
sahidpemeritah,sahid pemerintah
besarmelalui,besar melalui
gempaagar,gempa agar
mengaman,mengamankan
wilayahnyauntuk,wilayahnya
berbahayaagar,berbahaya agar
meminisasi,meminisasi
manusiamaklum,manusia maklum
masyakat,masyarakat
peringatanwalaupun,peringatan walaupun
jugadisini,juga disini
syedih,sedih
inimeramal,ini meramal
menghebohkanbiasa,menghebohkan
titipan,biasa
sementaraterima,sementara terima
kuningnyaalhamdulillah,kuningnya alhamduliah
takdirkoruptor,takdir koruptor
kemaksiatanpara,kemaksiatan para
penyebabnyainsyaallah,penyebabnya
solehberdoa,soleh berdoa
rabbnggak,tidak
taw,tau
lgidari,dari
manusiapercyalah,manusia percyalah
allahkerjasama,allah kerjasama
gasalah,tidak salah
pergntian,pergantian
mnggebor,menggebor
smacam,semacam
manasemoga,mana semoga
terjadimendengar,terjadi mendengar
sangatbolehtpi,sangat boleh tapi
datangmsh,datang masih
tnang,tenang
lautmenit,laut menit
hoakwaktu,bohong waktu
gempaudah,gempa udah
terjadialah,terjadilah
jare,katanya
kancane,temannya
manusiamakasih,manusia makasih
selatsunda,selat sunda
hawatirharus,khawatir harus
initp,ini tapi
ajadari,dari
lihatalasan,lihat lintasan
pindahkanpertama,pindahkan pertama
salahhoax,salah bohong
hjn,hujan
alamsesungguhnya,alam sesungguhnya
memberibberita,memberi berita
kenanegara,kena negara
balaampbencanaaamiinhorreeeeeindonesia,bencana amin hore indonesia
sebagia,sebagian
sajajangan,jangan
takdirmagelang,takdir magelang
amangak,aman tidak
penciptaalumni,pencipta alumni
bencanagempa,bencana gempa
aplg,apalagi
horegcoba,hore coba
daei,dari
melesetinfo,meleset info
hoaxxxxxxkiamat,bohong kiamat
pastimusiknya,pasti musiknya
mengganggulebih,mengganggu lebih
jawaborang,jawab orang
takuthanya,takut hanya
waspadadan,waspada
sdng,sedang
dramadrama,drama drama
membengkakkorup,membengkak korupsi
korupampmalingsalut,korupsi maling 
dimengrti,dimengerti
teredukasijustru,teredukasi justru
balikmegathtruzhunescojadikan,megathrust jadikan
indonesiablm,indonesia belum
semuakenapa,semua kenapa
takutklw,takut kalau
terjadisiapa,terjadi siapa
islamsemua,islam semua
yabukanya,ya bukannya
nuklirdukun,nuklir dukkun
pangkathanya,pangkat hanya
apasudahkah,apa sudahkan
kebaikanaku,kebaikan aku
sajakarena,saja karena
waspadamoga,waspada semoga
bilangjgn,bilang jangan
teledorberita,teledor berita
slang,selang
lamanyahanya,lamanya hanya
tahujawabanya,tahu jawabanya
aminmoga,amin semoga
masjidmau,masjid mau
manggabesar,mangga besar
siapatdk,siapa tidak
besarallah,besar
duniatdk,dunia
stunamijesus,tsunami yesus
mengetahuisemoga,mengetahui semoga
tsunamitrauma,tsunami trauma
palumau,palu mau
musnahkiamat,musnah kiamat
timursemoga,timur semoga
negurini,negur ini
bmkgindonesia,bmkg indonesia
memrediksi,memprediksi
gempawni,gempa
kanprettt,kan pret
lahhhh,lah
rakyatayo,rakyat ayo
tobatnukliryaallah,tobat
duniaya,dunia
merencanakantuhan,merencanakan tuhan
menentukanindonesia,menentukan  indonesia
tuhanberdoa,tuhan berdoa
selalutolong,selalu tolong
jelaskn,jelaskan
kenacepatlah,kena cepatlah
iniakan,ini akan
kapanhrusny,kapan harusnya
masrakt,masyarakat
resahapaini,resah apa ini
rakyatharusnya,rakyat harusnya
sajasiapa,saja siapa
inicoba,ini coba
kerjaanbmkg,kerjaan bmkg
mlulu,melulu
tausok,tau sok
taumumpung,tau mumpung
kirabentuk,kira bentuk 
skr,sekarang
pdahal,padahal
jugawkwk,juga wkwk
tausudah,tau sudah
mentawaisemoga,mentawai semoga
cekuaksakkakbmkg,bmkg
tipubmkg,tipu bmkg
hancurbaru,hancur baru
berdoadisebabkan,berdoa disebabkan
alquranbencana,alquran bencana
hoaksmana,bohong mana
menwntukangempanya,menentukan gempanya
ayolahgw,ayolah
pantaimrmek,pantai
tertentukiamat,tertentu kiamat
waktumatipun,waktu matipun
wktuhidup,waktu hidup
wktukrn,waktu karena
wktucuma,waktu cuma
wakturencana,waktu rencana
waktuasyekkkkkkk,waktu asik
kiamattttttjkrta,kiamat
ksdrunindonesia,kadrun indonesia
gempadilingkunganku,gempa di lingkunganku
takutcukup,takut cukup
gempatidak,gempa tidak
gempameskipun,gempa meskipun
kunfayakunjika,kunfayakun jika
terjaditerjadilahaku,terjadilah
datangminus,datang minus
trustyg,trust
dtang,datang
lindunhilah,lindungilah
keluargku,keluargaku
bencanakadang,bencana kadang
berbahayamlh,berbahaya malah
wktkyk,waktu
berharapanehaneh,berharap aeng
jan,bjir adakah
masyaralat,masyarakat
terserrah,terserah
waspadayogyakarta,waspada yogyakarta
dpertikai,dipertikai
dipitnah,difitnah
dipitnahdihujat,difitnah dihujat
dosadosasaya,dosa dosa
pindahbanyak,pindah banyak
wkwkkwkwkkita,wkwk kita
dihindariindonesia,di hindari indonesia
poliitksemua,politik semua
iknpantesan,pantesan
iknkalimantan,kalimantan
amanharusnya,aman harusnya
initinggal,ini tinggal
katanyaklu,katanya kalau
kyak,seperti
bisakyak,biasa
tahusekarang,tahu sekarang
globaljangan,global jangan
tobatastagfirlohal,tobat
adhiimsemoga,semoga
upacaramikirin,upacara mikirin
kelaparansaya,kelaparan saya
burukbencana,buruk bencana
gempawong,gempa
hentikiamat,henti kiamat
skrngpemerintah,sekarang pemerintah
dngarkan,dengarkan
bacotjustru,bacot justru
gempanotifikasi,gempa notofikasi
panikkesimpulan,panik kesimpulan
public,publik
pejabatny,pejabanya
allohberbuat,allah berbuat
duniajgn,dunia jangan 
initergantung,ini tergantung
menuajngn,menua jangan
moderenisasi,moderenisasi
ajabmkg,bmkg
diridsb,diri
danklakuan,dan kelakuan
zinahdan,zina dan
terusmeneru,terus menerus
inimohon,ini mohon
bersamaitu,bersama itu
hoakberita,berita bohong
adatpi,ada tapi
gksolusinya,gak solusinya
megatrustcara,megathrust cara
semuanyagempa,semuanya gempa
jakartadi,jakarta
pastialah,pasti
pengalihankalimantan,pengalihan
amanjgn,aman jangan
tobatsmg,tobat semoga
saudarakuiki,saudaraku 
asuransitekhnologi,asuransi teknologi
how,bagaiman
what,apa
illaihiikn,illahi
dllkpn,kapan
bmkgoke,bmkg oke
nyatrimakasih,nya terima kasih
harikisaran,hari kisaran
magnitudoberita,magnitudo berita
memberika,memberikan
publikterima,publik terima
manusiajepang,manusia jepang
malasyia,malaysia
nantinyaibu,nantinya
kuasasemoga,kuasa semoga
gblok,dungu
berlindungbumi,berlindung bumi
tuajdi,tua jadi
alamseperti,alam seperti
meletuspemanasan,meletus pemanasan
keselamatanpantes,keselamatan pantes
pngn,pengin
islamsegera,islam segera
bertaubatjepang,bertaubat
beritanyakun,beritanya akun
dstudah,sudah
kecilsemoga,kecil semoga
balikalo,balik kalau
dijagakita,dijaga kita
muhibah,musibah
sjsoalnya,soalnya
siarkanternyata,siarkan ternyata
apahanya,apa hanya
semuanyakita,semuanya kita
apasejatinya,apa sejatinya
hanyala,hanyalah
keserakahanpada,keserakahan pada
inimegathrus,ini megathrust
megakorupsia,mega korupsi
kamana,kemana
tehtrus,terus
aminkenapa,kenapa
enjoy,nikmati
your,kamu
life,hidup
kalimantanproses,kalimantan proses
gusklo,kalau
iniberdoalah,ini berdoalah
santed,santet
melindungiamiinklau,melindungi amin kalau
inga,ingat
betdoa,berdoa
allahkenapa,allah kenapa
kotaktunggu,kotak tunggu
massalkjjnjiktmudah,masal mudah
isuemau,isu mau
seindonesiapindah,seindonesia pindah
singapurkatanya,singapura katanya
orangsok,orang
luhsemoga,semoga
langitmau,langit mau
lautanterserah,lautan terserah
ajapalah,apa ajalah
nrimo,terima
kelakkayake,kelak sepertinya
gumaybgaimana,gumay bagaimana
kahmisalkan,kah misalkan
haluinfrastruktur,halu infrastruktur
susahgempa,susah gempa
terhapus,terhapus
yabmkgnga,bmkg tidak
kerjaanbuat,kerjaan buat
takuttrus,takut terus
dungumazmur,dungi mazmur
kaubuat,kau buat
malaikatmalaikatnya,malaikat malaikatnya
menatang,menantang
kaulangkahi,kau langkahi
kukenyangkan,ku kenyangkan
kuperlihatkan,ku perlihatkan
waspadandak,waspada
takutdan,takut dan 
berdoajngn,berdoa jangan 
sekalilagian,sekali lagi
jikalu,jikalau
seumpamapercaya,seumpama percaya
allahyg,allah
melesetikanikan,meleset ikan ikan
melautheem,melaut
ajainsya,insya
keliyatantpi,kelihatan tapi
iniissue,ini isu
aamiinbagaikan,amin bagaikan
trilyunanmungkinkah,triliyunan mungkin kah
nagasakiyaallah,nagasaki ya allah
sayakeluarga,saya keluarga
orgtua,orang tua
jarakjauh,jarak jauh
yaallahsemoga,ya allah semoga
demua,semua
yrasmga,semoga
alaminitu,alam ini tu
kesni,kesini
smakin,semakin
allahklo,allah kalau
trsisa,tersisa
kitatdk,kita tidak
belain,belain 
lainnyasmg,lainnya
yrananti,nanti
keluarnyakalau,keluarnya kalau
kg,tidak
dahefek,dah efek
petiggi,petinggi
mletus,meletus
belakaklw,belaka
matitanah,mati tanah
kuropsidulu,korupsi dulu
isujangan,isu jangan
kembalialloh,kembali allah
merasakn,merasakan
terjadievakuasi,terjadi evakuasi
kuningsemoga,kuning semoga
sebsar,sebesar
amindan,amin dan
dicuriy,dicuri
menyalankan,menjalankan
ktanya,katanya
inidr,ini dari
umumkanamiin,umumkan amin
hdiringat,hadir ingat
yraberharap,berharap
sebelahdulu,sebelah dulu
attau,atau
gelombangg,gelombang
inikahbiasa,inikah biasa
naikorang,naik orang
nakutingue,nakutin saya
mikirinbelajar,mikirin belajar
polapikir,pola pikir
mnimpa,meninmpa
perencaan,perencanaan
infrastrukturnyadsb,infrastrukturnya dan sebagainya
terjaditerlepas,terjadi terlepas
pesantrentrus,pesantren terus
bisapulau,bisa pulau
kalimntan,kalimantan
trlihat,terlihat
amn,aman
ttap,tetap
waspodomitigasi,waspada mitigasi
gempadr,gempa 
sekalidari,sekali dari
rakyathalo,rakyat halo
mempresiksi,memprediksi
gempamungkin,gempa mungkin
memusnahkn,memusnahkan
alamtiap,alam tiap
solusipret,solusi pret
masyarakathidup,masyarakat hidup
aamiinahhhhhh,amin
kuasayg,kuasa
kuasatrus,kuasa
ysng,yang
apabiarin,apa biarin
semuslimsemoga,semuslim semoga
sehatsehat,sehat sehat
indonesiaayotransmigrasi,indonesia ayo transmigrasi
amanyang,aman
allahmoga,allah moga
aminberita,amin berita
amiiiintunggu,amin tunggu
aminkalimantan,amin kalimantan
pentingpencuri,penting pencuri
kmana,kemana
hoakkkirain,bohong kirain
lontemungkin,lonte mungkin
cobaanmungkin,cobaan mungkin
pindahiya,pindah ya
lagiyaa,lagi
amiiinadzab,amin azab
korupkarepmu,korup karepmu
tausaya,tau saya
kamikotakabupaten,kami kota kabupaten
bgapakah,apakah
pengalamanyongkiarifkita,pengalaman
merekagak,mereka tidak
yrabetulamiiiinbner,betul amin bener
gimama,gimana
ginismoga,gini semoga
klean,kalian
allahyo,allah
bozzkalau,bos kalau
hayopecat,hayo pecat
isuerakyat,isu rakyat
allahorang,allah orang
janjiwaspada,janji waspada
mibmkg,bmkg
perkiraannyakatanya,perkiraannya katanya
gebacot,bacot
itutahun,itu tahun
haahahhahanya,hahaha
takdirpadahal,takdir padahal
berpikirkalau,berpikir kalau
dar,dari
sepasrah,sepasrah
nilainilai,nilai nilai
siasia,sia sia
jiwajgn,jiwa jangan
enth,entah
tahuaku,tahu aku
desoaq,deso
gempalagi,gempa lagi
mawonlindungi,lindungi
allahmudahan,allah mudahan
sekarangsekarangbaganaimana,sekarang sekarang bagaimana
masingpaak,masing pak
korbanhalah,korban halah
iniiktiarla,ini ikhtiar
jowo,jawa
tesih,masih
cprediksi,prediksi
pemecah,tsunami
berdoamegathrust,berdoa megathrust
yabuat,buat
kalimantanterjadinya,kalimantan terjadinya
kamisiap,kami siap
risemoga,semoga
allahpantesan,allah pantesan
ingatitu,ingat itu
sampaisemoga,sampai semoga
penguasajangan,penguasa jangan
doangg,doang
inii,ini
mahh,mah
terjadii,terjadi
semuah,semua
aaminnngoreng,amin
cuanbilang,cuan bilang
gunungbiar,gunung biar
semuatanpa,semua tanpa
penanganansemoga,penanganan semoga
gempakopret,gempa kopret
buuu,buat
sotoiiipertanyaannya,sok tahu pertanyaanya
kalimantanngibul,kalimantan ngibul
bolatinggal,bola tinggal
waktuuaneh,waktu aneh
mrkagimana,mereka gimana
beribadahada,beribadah
seenaknya,seenaknya
ajadimana,dimana
dimnana,dimana
dimanayang,dimana
kawanpulau,kawan pulau
amanpengalihan,aman pengalihan
trnggelam,tenggelam
ajajika,jika
allahalloh,allah
taubatkiamat,taubat kiamat
perlubiar,perlu biar
begitulillahi,begitu
andaisaat,andai saat
diminimalisiralat,diminimalisir alat
terjadinyainfo,terjadinya infor
bencanasewaktu,bencana sewatu
tindakankondisi,tindakan kondisi
ditanyakansewaktu,ditanyakan sewaktu
dipediksi,diprediksi
minggublnthnmaaf,minggu bulan tahun maaf
inikok,ini kok
duitklau,duit kalau
duitapa,duit apa
membntu,membantu
merekamendadak,mereka mendadak
bangunanny,bangunanya
gempaterlalu,gempa terlalu
ahsudahlah,ah sudahlah
ngertisebenernya,ngerti sebenarnya
siapindonesia,siap indonesia
tenggelamdikasih,tenggelam dikasih
salahada,salah ada
inisungguh,ini sungguh
dihujatdimana,dihujat dimana
doabtw,doa
sunamisetiap,tsunami setiap
bayangbayangi,bayang bayangi
mlamsaran,malam saran
alamg,alam
panikkalau,panaik kalau
matitetaplah,mati tetaplah
kuasajaman,kuasa jaman
mudahmari,mudah mari
alaminpengalihan,alamain pengalihan
wtfsedia,sedia
hujanjangan,hujan jangan
allahswmoga,semoga
semuaaamiin,semua amin
mudhn,mudahan
amiinbanyak,amin banyak
koruptorapa,koruptor
betkehendaksemoga,kehendak semoga
jokowimemangnya,jokowi memangnya
bumiasap,bumi asap
dekatbmkg,dekat bmkg
informasikalo,informasi kalau
bingungngebayangunnya,bingung ngebayangnya
kaluttapi,kalau tapi
solusipenanggulangan,solusi penanggulangan
nyagimana,gimana
jelasnubuwah,jelas
berurutanyg,berurut
belitgempa,gempa
tersebutallahuakbar,tersebut allahuakbar
menungguitu,menunggu itu
menunggukalau,menunggu kalau
musibahsudah,musibah sudah
susahiiihhhh,susah ih
kalianberitanya,kalian beritanya
bupergilah,pergilah
megatrusb,megathrust
ilusiiasemuanya,ilusi semuanya
waktunyakayak,waktunya seperti
depanmanusia,depan manusia
menentukansemoga,menentukan semoga
indonesiaseperti,indonesia seperti
matisantai,mati santai
menerimapertanyaannya,menerima pertanyaannya
mndapatkan,mendapatkan
tsbkarena,karena
tuhanlsh,tuhanlah
menentukanapakah,menentukan apakah
indonesiahati,indonesia hati
balasemoga,balas semoga
mantapjika,mantap jika
jawabmengerikandi,jawab mengerikan
jalansemua,jalan semua
mepridiksivolume,memprediksi volume
megatrustyang,megathrust
betanya,bertanya
terjadiminta,terjadi minta
diamsaya,diam
gempaijin,gempa ijin
inibisa,ini bisa
yatapi,tapi
yakiamat,kiamat
nyajauh,jauh
allahrausah,tidak usah
nemen,banget
nemenlah,banget
apamengantisipasinya,apa mengantisipasinya
berdoadalam,berdoa dalam
batalkami,batal kami
percanya,percayanya
deteksinyabncana,deteksinya bencana
trjadinyasmua,terjadinya semua
allahkarena,karena
sedekahsedang,sedekah sedang
berimasyarakat,beri masyarakat
butinggal,tinggal
waktuperkiraan,waktu perkiraan
kalu,kalau 
bolehbmkg,boleh bmkg
tandanyasuka,tandanya suka
baiksemoga,baik semoga
semuaberapa,semua berapa
seulamatkan,selamatkan
munafikwaspadalahselamatkan,munafik waspadalah selamatkan
jawadatang,jawa datang
dprmusibahgempa,musibah gempa
israwelkiamat,israel kiamat
terjadibencana,terjadi bencana
adamasyarakat,ada masyarakat
kuasaprediksi,kuasa prediksi
sajaastagfirullahklo,saja astagfirullah
masyarakatinnalillahi,masyarakat inalilahi
roziunapapun,roziun apapum
sendirijawa,sendiri jawa
ramalannyalaaah,ramalannya
taaaualangkah,tau alangkah
terjadisesetujuantisipasinya,terjadi persetujuan antisipasinya
ibusemua,semua berapa
waktuwaah,waktu
hutanghoax,hutang bohong
gempakaum,gempa kaum
indigominta,indigo minta
alaminsadarlah,sadarlah
tobatbencana,tobat bencana
inisifatnya,ini sifatnya
diriknapa,diri kenapa
faedahnyateguran,faedahnya teguran
asbun,asal bunyi
tuasemua,tua semua
bumibagaimana,bumi bagaimana
awamkenapa,kenapa
dikoreatp,dikorea tapi
jogjasemoga,jogja semoga
selamatbsmpe,selamat sampai
masyarakatudah,masyarakat udah
yangerii,ngeri
tsunamiharusnya,tsunami harunya
bencanaaminnnsiap,bencana siap
megthrust,megathrust
terjadibarang,terjadi barang
lagipula,lagi pula
manusianyaapakah,manusianya apakah
megathrustpemerintah,megathrust pemerintah
predekisi,prediksi
kitamungkin,kita mungkin
bencanakkkkksibuk,bencana sibuk
rahimsmga,rahim semoga
menjhuhi,menjauhi
bahayaklou,bahaya kalau
cman,cuman
selamatkn,selamatkan
soudara,saudara
nyayoh,diprediksikan saat
terjadilahpak,terjadilah
jadikita,jadik kita
korupsinyakarenabyg,korupsinya karena
ituhrs,itu harus
inibangsa,ini bangsa
bumimemang,bumi memang
isuups,isu
keceplosandi,keceplosan
tempet,tempat
indonesiaoh,indonesia
megatrasbukannya,megathrust bukannya
meresahkangak,meresahkan 
hemmmwaspada,waspada
bersamawah,bersama
klopake,kalau pake
bakalmendapat,bakal mendapat
swtjgn,jangan
matibagus,mati bagus
takutikalo,takuti kalau
wktgue,waktu gue
negarabmkg,negara bmkg
besarbmkg,besar bmkg
lsng,langsung
ikutantlg,ikutan tolong
seberapapun,seberapapun
nyawasemoga,nyawa semoga
melindungiberdoa,melindungi berdoa
doangharus,doang harus
doangketika,doang ketika
iniberita,ini berita
gempamemang,gempa memang
wktuymanusia,waktunya manusia
sendirigempa,sendiri gempa
iknkata,kata
segalagalanya,segala galanya
bmkgharusnya,bmkg harusnya
overthinkingallah,terlalu dipikirkan
menimpanyawa,menimpa nyawa
hdp,hidup
tuhanproses,proses
peerintahsemoga,pemerintah semoga
aibansebelum,sebelum
didalamnyajika,didalamnya jika
pelajarankoyo,pelajaran seperti
nduwe,punya
syaiton,setan
mediamungkin,media mungkin 
iknkarena,karena
ppejabat,pejabat
selamatsolusi,selamat solusi
terimakasihharus,terima kasih harus
temoat,tempat
manfaatkandata,menfaatkan data
lamaaa,lama
sajaduh,saja 
lagibikin,lagi bikin
terjadifree,terjadi
palestinekonspirasi,palestina konspirasi
gakyg,tidak
pler,peler
nakutiinberita,nakutin berita
banyaj,banyak
serupadimomen,serupa di momen
prediksikyak,prediksi
kelurgku,keluargaku
tanggungjwbbukan,tanggungjawab bukan
lagitiada,lagi tiada
sujudkarna,sujud karena
tenanglah,tenanglah
allahterimakasih,terima kasih
ats,atas
ilmunyasmga,ilmunya semoga
muslimmau,muslim mau
jakartasaya,jakarta saya
meunurut,menurut
gampa,meragukan
gasjangankan,gas jangankan
kemanamakin,kemana makin 
bagusgempa,bagus gempa
disanadr,disana
diumbar,diumbar
ajahpejabat,pejabat
sabarkalo,sabar kalau
megatransminta,megatrans minta
ituaaminini,itu
murkaanallah,murkaan 
tuhanjalang,tuhan jalang
terimakasihkaloau,terima kasih kalau
ngantuak,ngantuk
ajagua,saya
galua,galau
touafoto,foto
atou,atau
simple,simpel
baikpengalihan,pengalihan
tausdm,tau
mningkatkan,meningkatkan
birita,berita
kaluo,kalau
apalaohsemoga,apalah semoga
kaumnyasantai,kaumnya santai
indonesiajauhkanlah,indonesia jauhkanlah
kamj,kami
ngomongsemoga,ngomong semoga
inijauh,ini jauh
hidupduitnya,hidup duitnya
siapsudah,siap sudah
jepangpaham,jepang paham
percayasemoga,percaya semoga
berkurangaku,berkurang aku
mendengarnyabahkan,mendengarnya bahkan
waktuaamiin,waktu
tks,terima kasih
bapk,bapak
swtselagi,selagi
gimanatetep,gimana tetap
kpnya,kapan ya
ngigaudaryonokapan,ngigau daryono kapan
ngigaujika,ngigau jika
salahharusnya,salah harusnya
kesekolag,ke sekolah
alhamdulillahklo,kalau
duludonasi,dulu donasi
slmat,selamat
koruptorpemimpin,koruptor pemimpin
rakusrakyat,rakus rakyat
amanahhoax,amanah bohong
betbicara,berbicara
bukam,bukan
mengdahului,mendahului
alamaaminsemogaaaa,semoga
iknitungmenguji,itung menguji
bangunanyaapakah,bangunannya apakah
trilliunbangunan,triliun bangunan
kuatkokohdear,kuat kokoh
waktumanusia,waktu manusia
berkendakblon,berkehendak
musibahjustru,musibah justru
musibahberhala,musibah berhala
disembahbahagiaselaluukayak,di sembah bahagia selalu seperti
andaomongan,omongan
andayesus,yesus
tuhanbahagiaselaluu,tuhan bahagia selalu
saudaradan,saudara dan
kitatapi,kita tapi
kekalsistem,kekal sistem
manaa,mana
gadaaa,tidak ada
dikorupsii,di korupsi
bengini,begini
indonesiamumpung,indonesia mumpung
doamumpung,doa mumpung
palagi,apalagi
apaklo,apa kalau
tobatsemoga,tobat semoga
selamatsmoga,selamat semoga
semuasehat,semua sehat
londungilah,lindungilah
gosib,gosip
gosibgx,gosip
percayamanusia,percaya manusia
manusiabukan,manusia bukan
tuhanaamiin,tuhan
trimksh,terima kasih
mhn,mohon
sajaburuan,saja buruan
rezimibuk,rezim
kurukulum,kurikulum
mengigat,mengingat
fitnahdi,fitnah
bersatusemoga,bersatu semoga
aamiinpasrah,pasrah
takdirberita,takdir berita
gempatsunamigempa,gempa tsunami gempa
politikserahkan,politik serahkan
peecyagua,percaya saya
ditahuntahun,ditahun tahun
sulawei,sulawesi
kabarbencana,kabar bencana
vdan,dan
pwling,paling
srndirisemua,sendiri semua
luasacara,luas acara
ituwajar,itu wajar
nyajangn,jangan
waktusaya,waktu saya
apap,apa
megathrustsebelum,megathrust sebelum
kokohpengalihan,kokoh pengalihan
sajasyukurlah,syukurlah
swtkarena,karena
dirikemaren,dari kemarin
israili,israel
mengolokolok,mengolok olok
kerasmereka,keras mereka
ienergi,energi
bmungkinkah,mungkinkah
doangastagasebelum,doang astaga sebelum
persiapkanberita,persiapkan berita
yen,jika
rak,tidak
diberitakelagunya,diberitakan lagunya
ngeganggu,mengganggu
pelanin,pelankan
lahkominfo,kominfo
sendirilempeng,sendiri lempeng
pemiliknyawalau,pemilik nyawa
mdengernyayg,mendengarnya
selamatbdi,selamat
proyeknyabbmkg,proyeknya bmkg
tahusmga,tahu semoga
smntara,sementara
terjadisuratinuiga,terjadi
sngt,sangat
mmsg,memasang
bisakarena,bisa karena
pembeliseharusnya,pembeli seharusnya
sajatadi,tadi
gempanitip,gempa nitip
tenggelambmkg,tenggelamkan bmkg
mengirangira,mengira ira
sajakenyataanya,kenyataannya
skali,sekali
bmkgmakanya,bmkg makanya
korbanpadahal,korban padahal
besarrakyat,besar rakyat
judisdm,judi
mikirino,mikirkan
dipindahmasa,dipindah masa
besarbisa,besar bisa
basmibmkg,basmi bmkg
pastimegathrust,pasti megathrust
begituudah,begitu udah
resahsemua,resah semua
kalimantany,kalimantannya
